y,ux
7.271859999999999991e-01,4.978534016660000807e-04
7.303349999999999564e-01,4.977141134449999341e-04
7.334840000000000249e-01,4.975668149139999543e-04
7.366059999999999830e-01,4.974105979024999675e-04
7.397270000000000234e-01,4.972444608020000576e-04
7.428209999999999535e-01,4.970697931874999958e-04
7.459139999999999660e-01,4.968827587199999441e-04
7.489799999999999791e-01,4.966876982174999811e-04
7.520449999999999635e-01,4.964773841960000433e-04
7.550810000000000022e-01,4.962597743974999894e-04
7.581179999999999586e-01,4.960235940160000754e-04
7.611250000000000515e-01,4.957811082174999997e-04
7.641329999999999512e-01,4.955162675679999733e-04
7.671109999999999873e-01,4.952462961300000462e-04
7.700890000000000235e-01,4.949500700919999899e-04
7.730380000000000029e-01,4.946496922999999877e-04
7.759869999999999823e-01,4.943193422999999850e-04
7.789059999999999873e-01,4.939852601749999874e-04
7.818239999999999634e-01,4.936175266360000140e-04
7.847129999999999939e-01,4.932462168900000193e-04
7.876020000000000243e-01,4.928377165659999885e-04
7.904600000000000515e-01,4.924253153650000672e-04
7.933179999999999676e-01,4.919728780339999163e-04
7.961460000000000203e-01,4.915147060274999971e-04
7.989730000000000443e-01,4.910149730959999497e-04
8.017699999999999827e-01,4.905060082624999873e-04
8.045660000000000034e-01,4.899549743420000044e-04
8.073310000000000208e-01,4.893905491699999770e-04
8.100960000000000383e-01,4.887832633839999524e-04
8.128300000000000525e-01,4.881588363825000256e-04
8.155630000000000379e-01,4.874896343099999999e-04
8.182639999999999914e-01,4.868006115099999869e-04
8.209659999999999735e-01,4.860634428299999486e-04
8.236350000000000060e-01,4.853051991800000245e-04
8.263040000000000385e-01,4.844937396600000894e-04
8.289410000000000389e-01,4.836612804124999993e-04
8.315770000000000106e-01,4.827693644540000453e-04
8.341809999999999503e-01,4.818570368825000156e-04
8.367850000000000010e-01,4.808786711919999955e-04
8.393549999999999622e-01,4.798801573275000062e-04
8.419259999999999522e-01,4.788089724340000236e-04
8.444629999999999637e-01,4.777174443700000052e-04
8.469999999999999751e-01,4.765466021659999526e-04
8.495030000000000081e-01,4.753551427874999819e-04
8.520069999999999588e-01,4.740775710199999419e-04
8.544760000000000133e-01,4.727791462100000477e-04
8.569449999999999568e-01,4.713878294159999432e-04
8.593800000000000328e-01,4.699747719974999537e-04
8.618149999999999977e-01,4.684626656699999721e-04
8.642149999999999554e-01,4.669270486874999514e-04
8.666150000000000242e-01,4.652865246820000263e-04
8.689799999999999747e-01,4.636205807325000485e-04
8.713450000000000362e-01,4.618434395619999472e-04
8.736749999999999794e-01,4.600395101524999740e-04
8.760050000000000336e-01,4.581172725659999538e-04
8.782990000000000519e-01,4.561679973049999749e-04
8.805939999999999879e-01,4.540924898839999719e-04
8.828519999999999701e-01,4.519900491475000218e-04
8.851099999999999524e-01,4.497531850220000014e-04
8.873320000000000096e-01,4.474894733349999635e-04
8.895549999999999846e-01,4.450832318779999628e-04
8.917399999999999771e-01,4.426503378175000464e-04
8.939259999999999984e-01,4.400666033979999388e-04
8.960749999999999549e-01,4.374568016999999726e-04
8.982240000000000224e-01,4.346875975399999638e-04
9.003360000000000252e-01,4.318933891450000033e-04
